	mRNA-sense	mRNA-antisense	rRNA-sense	rRNA-antisense	tRNA-sense	tRNA-antisense	ncRNA-sense	ncRNA-antisense	unannotated	total-reads	unaligned	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX2769891	7664898.0	772033.0	25996352.0	1146898.0	0.0	0.0	0.0	0.0	2297294.0	38857158.0	979683.0	SRX2769891_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38857158.0	0.0	20-36	55.0	8.215575962119011	35.17071240773708	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	39560288	10297591	39560288	1424170368	34191900	1375735377	3.4009267492356643	0.0836	0.9138	0.0026		
SRX2769892	4059196.0	256463.0	18741247.0	759780.0	0.0	0.0	0.0	0.0	1521357.0	26831974.0	1493931.0	SRX2769892_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26831974.0	0.0	20-36	54.0	13.529153022895796	34.568292366413296	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	27225158	7218291	27225158	980105688	37267952	932848987	4.821592362802408	0.0704	0.9278	0.0019		
SRX3159653	8314099.0	415990.0	816192.0	0.0	272064.0	0.0	0.0	0.0	3815074.0	14902248.0	1268829.0	SRX3159653_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14902248.0	0.0	20-50	54.0	11.927025706908646	49.327996420405825	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14911780	4631709	14911780	745589000	2030234	735130269	1.4027474922510927	0.0375	0.9593	0.0032		
SRX3159654	10876331.0	518922.0	1017717.0	0.0	169619.0	0.0	0.0	0.0	4586295.0	18764116.0	1595232.0	SRX3159654_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18764116.0	0.0	20-50	54.0	12.083591053642118	49.396243500093476	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	18769338	5744779	18769338	938466900	2416300	926906945	1.2317914462406718	0.0381	0.9588	0.0031		
SRX3159655	8577701.0	467045.0	2597926.0	0.0	305638.0	0.0	0.0	0.0	3368403.0	16619909.0	1303196.0	SRX3159655_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16619909.0	0.0	20-50	55.0	11.563814628715816	49.325150576937574	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	16627313	5090015	16627313	831365650	2374312	819806889	1.3903342049313678	0.0428	0.9533	0.0039		
SRX3159656	5896396.0	300068.0	1078433.0	0.0	196079.0	0.0	0.0	0.0	2357738.0	10815927.0	987213.0	SRX3159656_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10815927.0	0.0	20-50	54.0	13.631328302265592	49.32053840600071	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	10827488	3387592	10827488	541374400	1335236	533469519	1.460150498435094	0.0396	0.9573	0.0031		
SRX3159657	7874253.0	344724.0	798076.0	0.0	114011.0	0.0	0.0	0.0	2282010.0	12280934.0	867860.0	SRX3159657_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12280934.0	0.0	20-50	55.0	14.599466894586275	49.370700632378615	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	12286581	3726881	12286581	614329050	1893957	606342710	1.3000101492840035	0.046	0.9507	0.0034		
SRX3159658	8594445.0	393056.0	1431154.0	0.0	260210.0	0.0	0.0	0.0	2344043.0	13841871.0	818963.0	SRX3159658_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13841871.0	0.0	20-50	55.0	12.247305319131925	49.28721500149799	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13874664	4291609	13874664	693733200	1905966	682255583	1.6544713443150767	0.046	0.9508	0.0032		
SRX3159659	10242265.0	633277.0	1573870.0	0.0	472161.0	0.0	0.0	0.0	2836025.0	16918006.0	1160408.0	SRX3159659_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16918006.0	0.0	20-50	55.0	12.247644729379726	49.252934477029974	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	16938257	5265181	16938257	846912850	2702067	833303314	1.6069582602271295	0.054000000000000006	0.9426	0.0034		
SRX3159660	7135913.0	319121.0	6494570.0	0.0	158404.0	0.0	0.0	0.0	1744268.0	16578507.0	726231.0	SRX3159660_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16578507.0	0.0	20-50	55.0	9.530579548224443	49.434947730817974	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	16587665	4620732	16587665	829383250	1977114	819582948	1.1816373190560576	0.0468	0.9501	0.0031		
SRX3159661	9050871.0	428355.0	1836156.0	282486.0	141243.0	0.0	0.0	0.0	2405189.0	18088638.0	3944338.0	SRX3159661_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18088638.0	0.0	20-50	54.0	9.240557882052244	49.46886393547153	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	18128276	5608059	18128276	906413800	1219173	894901850	1.2700545821345617	0.0365	0.9611	0.0024		
SRX3159662	13965902.0	572314.0	942553.0	0.0	188511.0	0.0	0.0	0.0	3398758.0	21216943.0	2148905.0	SRX3159662_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21216943.0	0.0	20-50	54.0	7.83543311342222	49.518796840807845	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	21252494	6466291	21252494	1062624700	1677632	1050727676	1.1195885057066712	0.0324	0.9649	0.0027		
SRX3159663	10607182.0	447944.0	1029587.0	147084.0	147084.0	0.0	0.0	0.0	2506311.0	17112856.0	2227664.0	SRX3159663_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17112856.0	0.0	20-50	54.0	9.143083149194672	49.49291988432556	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	17171120	5363330	17171120	858556000	1181115	847027861	1.3427358262012028	0.0352	0.9618	0.0031		
SRX3159664	10787601.0	323735.0	1742153.0	158378.0	158378.0	0.0	0.0	0.0	2699130.0	19430842.0	3561467.0	SRX3159664_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19430842.0	0.0	20-50	54.0	7.957956271322546	49.480013012302805	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	19459621	6077008	19459621	972981050	1232795	961504007	1.1795751828876833	0.0319	0.9657	0.0024		
SRX3159665	11473350.0	449041.0	446736.0	0.0	148912.0	0.0	0.0	0.0	2384330.0	16013940.0	1111571.0	SRX3159665_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16013940.0	0.0	20-50	55.0	9.830558987146171	49.49088693975374	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	16040799	4885286	16040799	802039950	1073076	792598775	1.1771452282395658	0.0317	0.9657	0.0026		
SRX3159666	10480454.0	292955.0	1163754.0	145469.0	145469.0	0.0	0.0	0.0	2183465.0	17256524.0	2844958.0	SRX3159666_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17256524.0	0.0	20-50	54.0	7.815988605747029	49.533707599514244	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	17278594	5213264	17278594	863929700	1151931	854826073	1.0537462712533208	0.0308	0.9667	0.0025		
SRX3159667	9605614.0	375911.0	498638.0	0.0	0.0	0.0	0.0	0.0	1996148.0	13317165.0	840854.0	SRX3159667_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13317165.0	0.0	20-50	55.0	10.565124585315182	49.53847962385387	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	13327653	4047112	13327653	666382650	753736	659748892	0.9954878026911416	0.0356	0.9614	0.0029		
SRX3159668	11548823.0	470759.0	467811.0	0.0	155937.0	0.0	0.0	0.0	2809252.0	16996035.0	1543453.0	SRX3159668_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16996035.0	0.0	20-50	55.0	9.724730708118859	49.450512957875176	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	17028987	5314804	17028987	851449350	969771	840521817	1.283403763242053	0.0435	0.9542	0.0024		
SRX3172761	4548611.0	263617.0	85521.0	0.0	171043.0	0.0	0.0	0.0	3512689.0	9588489.0	1007008.0	SRX3172761_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9588489.0	0.0	20-50	52.0	8.604887360631345	49.24085359017464	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9648458	3160308	9648458	482422900	1782718	472179931	2.123234406990216	0.0498	0.946	0.0042		
SRX3172762	6159898.0	374196.0	120114.0	0.0	360342.0	0.0	0.0	0.0	5060461.0	13274502.0	1199491.0	SRX3172762_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13274502.0	0.0	20-50	52.0	6.0982008271615005	49.19374459395915	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13333991	4345323	13333991	666699550	2572531	653089195	2.041452555352707	0.0503	0.9463	0.0035		
SRX3172763	6484798.0	417180.0	134343.0	0.0	134343.0	0.0	0.0	0.0	6328837.0	15077901.0	1578400.0	SRX3172763_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15077901.0	0.0	20-50	51.0	5.876631612197191	49.32543694244975	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	15104219	4748235	15104219	755210950	2759409	743803301	1.5105248407746206	0.0487	0.9478	0.0035		
SRX3172764	8433810.0	478974.0	467169.0	0.0	467169.0	0.0	0.0	0.0	5616167.0	16876445.0	1413156.0	SRX3172764_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16876445.0	0.0	20-50	53.0	5.5789338553239105	49.15791518889198	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	16923984	5473175	16923984	846199200	3478644	829690460	1.950928339331921	0.0481	0.948	0.0039		
SRX3172765	7277291.0	401326.0	776051.0	0.0	129342.0	0.0	0.0	0.0	4282146.0	14017168.0	1151012.0	SRX3172765_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14017168.0	0.0	20-50	53.0	8.582184387249905	49.32496507140387	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	14040791	4308137	14040791	702039550	2992256	691433162	1.5107963646777451	0.0475	0.9490000000000001	0.0035		
SRX3172766	5908375.0	363972.0	470369.0	0.0	235185.0	0.0	0.0	0.0	4833532.0	13088071.0	1276638.0	SRX3172766_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13088071.0	0.0	20-50	52.0	6.7412713731448495	49.240708963146666	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13107597	4216419	13107597	655379850	2519349	644509958	1.6585636558707135	0.0466	0.9499	0.0035		
SRX3176780	8379978.0	559543.0	136990.0	0.0	0.0	0.0	0.0	0.0	4667001.0	16694501.0	2950989.0	SRX3176780_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16694501.0	0.0	20-50	52.0	8.98740913310522	49.5146230486314	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	16703814	5177701	16703814	835190700	713885	826651418	1.022434995983552	0.0514	0.9445	0.0042		
SRX3176781	7699622.0	394773.0	0.0	0.0	127991.0	0.0	0.0	0.0	4614883.0	15204811.0	2367542.0	SRX3176781_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15204811.0	0.0	20-50	52.0	8.285557436946375	49.51985322277271	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	15219015	4747139	15219015	760950750	594405	752966456	1.049252399054735	0.038	0.9579	0.0042		
SRX3176782	5011458.0	271475.0	87543.0	0.0	0.0	0.0	0.0	0.0	3332368.0	10889117.0	2186273.0	SRX3176782_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10889117.0	0.0	20-50	51.0	9.14386820969684	49.513023875122286	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	10893187	3427523	10893187	544659350	396499	539164984	1.0087710786567787	0.0436	0.9527	0.0037		
SRX3176783	7155916.0	442501.0	142450.0	0.0	142450.0	0.0	0.0	0.0	6418874.0	17134418.0	2832227.0	SRX3176783_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17134418.0	0.0	20-50	50.0	6.312855372443726	49.517488309203145	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	17146733	5265388	17146733	857336650	697051	848481329	1.0328872561321156	0.0478	0.9483	0.0038		
SRX3176784	4885570.0	360131.0	115656.0	0.0	115656.0	0.0	0.0	0.0	6136580.0	14657620.0	3044027.0	SRX3176784_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14657620.0	0.0	20-50	49.0	6.927465879987437	49.533087363432806	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	14669490	4467282	14669490	733474500	653877	726059406	1.010954573062867	0.0616	0.9343	0.0041		
SRX3176785	4826648.0	450042.0	145355.0	0.0	145355.0	0.0	0.0	0.0	9019159.0	16883125.0	2296566.0	SRX3176785_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16883125.0	0.0	20-50	49.0	5.941654486353961	49.52202444748825	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	16892576	5376595	16892576	844628800	659850	836104239	1.0092671478879245	0.0718	0.9232	0.005		
SRX3176786	2850208.0	218839.0	104869.0	0.0	0.0	0.0	0.0	0.0	7240052.0	12593236.0	2179268.0	SRX3176786_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12593236.0	0.0	20-50	48.0	7.017229113959052	49.53307998039583	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	12604460	3940096	12604460	630223000	659414	623799026	1.0193176066249563	0.0722	0.9237	0.0042		
SRX3176787	2394851.0	215090.0	103299.0	0.0	0.0	0.0	0.0	0.0	7650916.0	12281423.0	1917267.0	SRX3176787_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12281423.0	0.0	20-50	47.0	5.49181751141721	49.52676005052509	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	12288862	3993082	12288862	614443100	602794	608275544	1.0037635706219177	0.0664	0.9285	0.0051		
SRX3176788	2623271.0	273225.0	129851.0	0.0	0.0	0.0	0.0	0.0	10010989.0	15362469.0	2325133.0	SRX3176788_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15362469.0	0.0	20-50	47.0	4.522660486178343	49.5158832216358	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass	15394420	4931642	15394420	769721000	1297937	760726807	1.1685004046920895	0.0717	0.9237	0.0046		
SRX3176789	7315618.0	397774.0	296207.0	0.0	98736.0	0.0	0.0	0.0	1680837.0	10859474.0	1070302.0	SRX3176789_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10859474.0	0.0	20-50	54.0	13.541056336401743	49.53450609117901	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	10865195	3301318	10865195	543259750	446902	537941282	0.9789917254131196	0.0501	0.9470000000000001	0.0029		
SRX3176790	10636760.0	434163.0	574305.0	0.0	0.0	0.0	0.0	0.0	2587103.0	15696999.0	1464668.0	SRX3176790_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15696999.0	0.0	20-50	54.0	10.458668007074305	49.534916706053174	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	15708983	4764935	15708983	785449150	670818	777580351	1.00182156922571	0.0413	0.9557	0.003		
SRX3176791	7575459.0	322652.0	319664.0	0.0	213109.0	0.0	0.0	0.0	2133079.0	11596281.0	1032318.0	SRX3176791_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11596281.0	0.0	20-50	54.0	11.578704621704734	49.38959533664285	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	11620415	3670090	11620415	581020750	511030	572767434	1.4204855850673148	0.0432	0.9534	0.0034		
SRX3176792	6155766.0	364532.0	271122.0	0.0	90374.0	0.0	0.0	0.0	2080563.0	10009855.0	1047498.0	SRX3176792_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10009855.0	0.0	20-50	54.0	12.802629743364506	49.46768449692828	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	10028620	3099325	10028620	501431000	464379	495187210	1.2451942540449237	0.0561	0.9405	0.0034		
SRX3176793	7675074.0	604042.0	478534.0	0.0	119633.0	0.0	0.0	0.0	3113611.0	13687696.0	1696802.0	SRX3176793_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13687696.0	0.0	20-50	53.0	11.056965061071244	49.468503391659205	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13707700	4253402	13707700	685385000	653661	677141340	1.2027780006857458	0.073	0.9229999999999999	0.004		
SRX3176794	9651309.0	1132973.0	641503.0	0.0	160376.0	0.0	0.0	0.0	4496102.0	17633163.0	1550900.0	SRX3176794_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17633163.0	0.0	20-50	53.0	10.134927529249936	49.52003131826093	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	17654626	5345670	17654626	882731300	1043453	873235778	1.075697893571917	0.0944	0.9011	0.0045		
SRX3176795	6369490.0	967412.0	1198176.0	0.0	0.0	0.0	0.0	0.0	3359294.0	13883075.0	1988703.0	SRX3176795_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13883075.0	0.0	20-50	52.0	9.903595153366613	49.52315067087083	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	13894197	4233018	13894197	694709850	545693	687557772	1.0295057713662759	0.1276	0.8673	0.0051		
SRX3176796	7611339.0	1424450.0	2646739.0	0.0	176449.0	0.0	0.0	0.0	6005193.0	21458195.0	3594025.0	SRX3176796_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21458195.0	0.0	20-50	51.0	5.780191447437147	49.5020827241061	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	21507478	6683323	21507478	1075373900	1055618	1062275351	1.2180460210165043	0.1456	0.8487	0.0057		
SRX3176797	1940097.0	325477.0	2820131.0	483451.0	0.0	0.0	0.0	0.0	2418867.0	15359038.0	7371015.0	SRX3176797_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15359038.0	0.0	20-50	52.0	6.1181144802043175	49.52954293100909	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	15363622	4835124	15363622	768181100	529304	760741964	0.9684091420629848	0.145	0.8490000000000001	0.0061		
SRX3176798	5406369.0	254375.0	82944.0	0.0	82944.0	0.0	0.0	0.0	2410761.0	9019509.0	782116.0	SRX3176798_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9019509.0	0.0	20-50	54.0	15.203595693072293	49.43779179110526	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9024779	2786986	9024779	451238950	728193	445922402	1.1782112337598516	0.0393	0.9571	0.0037		
SRX3176799	4387641.0	156996.0	150844.0	0.0	75422.0	0.0	75422.0	0.0	2720250.0	8266995.0	700420.0	SRX3176799_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8266995.0	0.0	20-50	53.0	13.597602180326051	49.41866204104394	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	8272300	2585203	8272300	413615000	656820	408566189	1.2206547151336389	0.0371	0.9589	0.004		
SRX3176800	4602131.0	177847.0	84895.0	0.0	84895.0	0.0	0.0	0.0	3486364.0	9224575.0	788443.0	SRX3176800_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9224575.0	0.0	20-50	52.0	11.731836992640133	49.45139488811136	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9228198	2838668	9228198	461409900	680137	456197026	1.1297707309704452	0.0405	0.9553	0.0042		
SRX3176801	3606534.0	259843.0	250209.0	0.0	417015.0	0.0	83403.0	0.0	3843060.0	9001492.0	541428.0	SRX3176801_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9001492.0	0.0	20-50	52.0	7.610611136101447	49.173218839721244	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	9039329	3052403	9039329	451966450	747695	442669020	2.0571062298982588	0.0546	0.9406	0.0048		
SRX3176802	2495027.0	148424.0	141558.0	0.0	212337.0	0.0	0.0	0.0	4038791.0	7641957.0	605820.0	SRX3176802_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7641957.0	0.0	20-50	50.0	7.427312950369007	49.31472330974906	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7662295	2465935	7662295	383114750	584807	376889133	1.6250006036050555	0.0561	0.9396	0.0042		
SRX3176803	2148555.0	154546.0	220552.0	0.0	73517.0	0.0	0.0	0.0	4708713.0	7918176.0	612293.0	SRX3176803_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7918176.0	0.0	20-50	50.0	9.881704139419883	49.454534099772474	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7920633	2580514	7920633	396031650	565339	391616073	1.11495558498923	0.063	0.9311	0.0059		
SRX3176804	2144347.0	233022.0	447743.0	0.0	335808.0	0.0	0.0	0.0	8064815.0	11926316.0	700581.0	SRX3176804_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11926316.0	0.0	20-50	48.0	5.1215425389613625	49.31159831753578	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	11945294	4093013	11945294	597264700	807958	588136581	1.528320525221062	0.07400000000000001	0.9202	0.0058		
SRX3176805	2201209.0	207131.0	99153.0	0.0	99153.0	0.0	0.0	0.0	7245269.0	10626721.0	774806.0	SRX3176805_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10626721.0	0.0	20-50	48.0	6.844912749211421	49.364504347107626	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10630626	3733433	10630626	531531300	579289	524606126	1.3028722861664026	0.0693	0.9259999999999999	0.0046		
SRX3176806	1070196.0	80687.0	2875694.0	0.0	151352.0	0.0	0.0	0.0	3334945.0	7886297.0	373423.0	SRX3176806_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7886297.0	0.0	20-50	51.0	7.177432302924907	49.349318063978565	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	7894546	2469379	7894546	394727300	464839	389197547	1.400904624534457	0.0776	0.9181	0.0043		
SRX3176807	7370614.0	402080.0	198928.0	0.0	0.0	0.0	0.0	0.0	1892501.0	10405590.0	541467.0	SRX3176807_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10405590.0	0.0	20-50	55.0	10.453621603751968	49.22952316975778	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	10435731	3091512	10435731	521786550	3721588	512336896	1.8110190843363057	0.0537	0.9431	0.0031		
SRX3176808	8853080.0	369925.0	242096.0	0.0	121048.0	0.0	0.0	0.0	2666701.0	12686501.0	433651.0	SRX3176808_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12686501.0	0.0	20-50	55.0	9.51695429778968	49.22669796817893	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	12815102	3856014	12815102	640755100	4475887	624605334	2.520427227188672	0.0432	0.953	0.0038		
SRX3176809	7767860.0	437121.0	107585.0	0.0	0.0	0.0	0.0	0.0	2370064.0	11361991.0	679361.0	SRX3176809_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11361991.0	0.0	20-50	54.0	10.34862779087151	49.25017560742655	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass	11416675	3410085	11416675	570833750	3771243	559663949	1.9567520315678604	0.0453	0.951	0.0037		
SRX3176810	12962455.0	824989.0	806013.0	0.0	0.0	0.0	0.0	0.0	5651666.0	21703928.0	1458805.0	SRX3176810_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21703928.0	0.0	20-50	53.0	6.750226170365642	49.279264288012754	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	21721649	6186077	21721649	1086082450	6823279	1069683337	1.509932602262379	0.0571	0.9392	0.0037		
SRX3176811	8304110.0	662158.0	257868.0	0.0	128934.0	0.0	0.0	0.0	3617938.0	13605240.0	634232.0	SRX3176811_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13605240.0	0.0	20-50	54.0	8.419856036444713	49.18747835392835	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	14015397	4470960	14015397	700769850	4441783	669316432	4.488409140319036	0.0673	0.9283	0.0044		
SRX3176812	12722196.0	1321190.0	642250.0	0.0	214083.0	0.0	0.0	0.0	6865043.0	22896262.0	1131500.0	SRX3176812_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22896262.0	0.0	20-50	53.0	6.663758461286523	49.26199180460112	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	23072779	6815514	23072779	1153638950	7297931	1128085325	2.2150452704461823	0.0842	0.9104	0.0054		
SRX3176813	6707981.0	854256.0	356926.0	0.0	118975.0	0.0	0.0	0.0	4053439.0	12565286.0	473709.0	SRX3176813_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12565286.0	0.0	20-50	53.0	7.519101376977254	49.25088652976144	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12664906	3757764	12664906	633245300	3961393	618953307	2.2569441889264708	0.1016	0.8927	0.0057		
SRX3176814	5213236.0	720733.0	353596.0	0.0	117865.0	0.0	0.0	0.0	5426897.0	12416529.0	584202.0	SRX3176814_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12416529.0	0.0	20-50	52.0	5.027687117130251	49.298593995149524	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	12438694	3630979	12438694	621934700	3399604	612212279	1.5632543094958362	0.1129	0.8812	0.0059		
SRX3176815	3353919.0	501182.0	988687.0	0.0	123586.0	0.0	0.0	0.0	7418111.0	13725564.0	1340079.0	SRX3176815_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13725564.0	0.0	20-50	49.0	3.9883502290472346	49.3357609931366	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	13774421	4097732	13774421	688721050	2774086	677221850	1.6696454972590136	0.1143	0.8809999999999999	0.0047		
SRX3211301	6087668.0	161229.0	77820.0	0.0	0.0	0.0	0.0	0.0	1407131.0	7889271.0	155423.0	SRX3211301_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7889271.0	0.0	20-50	56.0	18.389992300556944	49.562848962850936	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	7891202	2364223	7891202	394560100	153092	391024605	0.8960599411851325	0.0273	0.9701	0.0026		
SRX3211302	6340200.0	170292.0	82050.0	0.0	0.0	0.0	0.0	0.0	1566819.0	8378625.0	219264.0	SRX3211302_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8378625.0	0.0	20-50	55.0	4.743028491792266	49.494067224634115	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	8382685	2634350	8382685	419134250	187452	414699882	1.0579827346488624	0.0282	0.9689	0.0029		
