	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX3312491	3400431.0	1645270.0	537579.0	437786.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	659100.0	117146.0	3550.0	48.38416071374482	3400431.0	2962645.0	87.13	437786.0	12.87	SRX3312491_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3400431.0	0.0	20-50	54.0	17.11946124161232	49.44947566940779	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	3426366	1026454	3426366	171318300	168041	168164267	1.8410368302744076	0.2802	0.18100000000000002	0.5388		
SRX3312492	22905513.0	1358529.0	12642.0	2208780.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19231659.0	92254.0	1649.0	5.931013201930907	22905513.0	20696733.0	90.36	2208780.0	9.64	SRX3312492_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22905513.0	0.0	20-50	53.0	7.051132736213442	49.457051016495456	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	22980793	6780783	22980793	1149039650	1151874	1132904730	1.4042091584916152	0.3104	0.1511	0.5385		
SRX3312493	10483460.0	498079.0	13895.0	1499436.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8436809.0	34757.0	484.0	4.751093627485583	10483460.0	8984024.0	85.7	1499436.0	14.3	SRX3312493_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10483460.0	0.0	20-50	53.0	7.578578234734594	49.42527543387393	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	10513016	3087917	10513016	525650800	368681	518170803	1.4229973587027738	0.3432	0.1464	0.5104		
SRX3312494	6153832.0	312258.0	5137.0	832717.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4978528.0	24929.0	263.0	5.074204170669592	6153832.0	5321115.0	86.47	832717.0	13.53	SRX3312494_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6153832.0	0.0	20-50	52.0	8.104478034074349	49.427437408106044	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	6192125	1855393	6192125	309606250	248047	304183922	1.7513625774673476	0.3558	0.1311	0.5131		
SRX359366	13659132.0	1239404.0	11666084.0	217973.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	453149.0	81671.0	851.0	9.07381230373936	13659132.0	13441159.0	98.4	217973.0	1.6	SRX359366_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13659132.0	0.0	20-51	54.0	4.695810177780618	50.42215683983433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	13660580	3367657	13660580	696689580	683947	688728888	1.1426454806457704	0.1734	0.5502	0.2764		
SRX359367	12017338.0	1151561.0	10285460.0	175281.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	330841.0	73543.0	652.0	9.58249655622568	12017338.0	11842057.0	98.54	175281.0	1.46	SRX359367_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12017338.0	0.0	20-51	54.0	4.4765931937628345	50.55882700478259	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	12018370	2842674	12018370	612936870	548624	607587921	0.8726753539887395	0.1518	0.5458	0.3024		
SRX359368	11933774.0	968884.0	10386634.0	230710.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	284501.0	62376.0	669.0	8.118839857366163	11933774.0	11703064.0	98.07	230710.0	1.93	SRX359368_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11933774.0	0.0	20-51	54.0	4.524672877372426	50.61451859235813	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11935064	2729841	11935064	608688264	577570	604029800	0.7653283750514368	0.1329	0.5409	0.3262		
SRX359369	14201301.0	1288698.0	12133807.0	265774.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	424279.0	87837.0	906.0	9.074506624428283	14201301.0	13935527.0	98.13	265774.0	1.87	SRX359369_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14201301.0	0.0	20-51	54.0	4.524964749018876	50.61072031358253	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	14202263	3246331	14202263	724315413	653459	718745309	0.7690163566904519	0.11599999999999999	0.5623	0.3216		
SRX359370	11455370.0	1154387.0	9649590.0	173590.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	400475.0	76627.0	701.0	10.077256343531461	11455370.0	11281780.0	98.48	173590.0	1.52	SRX359370_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11455370.0	0.0	20-51	54.0	5.1177275032466465	50.5470780952514	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11456135	2694949	11456135	584262885	516131	579040700	0.8938074168445597	0.0842	0.645	0.2709		
SRX359371	12172509.0	1161420.0	10365624.0	221096.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	347365.0	76227.0	777.0	9.541336137028118	12172509.0	11951413.0	98.18	221096.0	1.82	SRX359371_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12172509.0	0.0	20-51	54.0	4.79729215898741	50.59553433067907	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12173405	2795442	12173405	620843655	578648	615880438	0.7994310580495503	0.0979	0.6224	0.2797		
SRX359372	9585273.0	653811.0	8672699.0	65914.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	148110.0	43990.0	749.0	6.82099508276916	9585273.0	9519359.0	99.31	65914.0	0.69	SRX359372_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9585273.0	0.0	20-51	54.0	4.156047334241813	50.58497071497077	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9586421	2226385	9586421	488907471	472079	484878440	0.8240886545994303	0.2453	0.4282	0.3265		
SRX359373	11590531.0	763606.0	10458434.0	90139.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	227792.0	50082.0	478.0	6.588188237450036	11590531.0	11500392.0	99.22	90139.0	0.78	SRX359373_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11590531.0	0.0	20-51	54.0	3.8746678774594088	50.592914250434255	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11591498	2657904	11591498	591166398	564680	586406556	0.805161121488505	0.2084	0.4756	0.316		
SRX359374	12655792.0	789592.0	11446779.0	115850.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	255361.0	47713.0	497.0	6.238977378894975	12655792.0	12539942.0	99.08	115850.0	0.92	SRX359374_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12655792.0	0.0	20-51	54.0	3.793453301783825	50.611829192515174	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	12656905	2894637	12656905	645502155	587037	640542044	0.7684112224226424	0.1643	0.4791	0.3566		
SRX359375	11790971.0	668593.0	10789142.0	107173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185502.0	40082.0	479.0	5.670381175562216	11790971.0	11683798.0	99.09	107173.0	0.91	SRX359375_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11790971.0	0.0	20-51	54.0	3.5957627472544478	50.63742205794586	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	11791911	2643180	11791911	601387461	515481	597073996	0.7172522341632261	0.1644	0.4413	0.3942		
SRX359376	10504781.0	633706.0	9604925.0	84150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	140307.0	40682.0	1011.0	6.032548417715706	10504781.0	10420631.0	99.2	84150.0	0.8	SRX359376_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10504781.0	0.0	20-51	54.0	4.261146328348936	50.59272439853815	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10505596	2383470	10505596	535785396	492799	531473627	0.8047567239029411	0.2113	0.389	0.3998		
SRX359377	11571256.0	629433.0	10585434.0	82845.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231378.0	41639.0	527.0	5.4396255687368775	11571256.0	11488411.0	99.28	82845.0	0.72	SRX359377_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11571256.0	0.0	20-51	54.0	3.677283457999875	50.61187212520404	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	11572325	2568566	11572325	590188575	560501	585650792	0.7688700175194005	0.1345	0.5218	0.3436		
SRX359378	10313195.0	763336.0	9177179.0	77102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	244827.0	50267.0	484.0	7.401547241179867	10313195.0	10236093.0	99.25	77102.0	0.75	SRX359378_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10313195.0	0.0	20-51	54.0	4.332939118492314	50.52834179902543	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	10314218	2452388	10314218	526025118	494284	521115834	0.9332793876204216	0.1849	0.4967	0.3185		
SRX359379	9544087.0	638185.0	8545987.0	74767.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	241433.0	43242.0	473.0	6.6867056010700665	9544087.0	9469320.0	99.22	74767.0	0.78	SRX359379_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9544087.0	0.0	20-51	54.0	4.244911364325155	50.57687812359632	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	9545489	2229358	9545489	486819939	467060	482720050	0.8421777071049672	0.1914	0.5309	0.2777		
SRX359380	10392541.0	587600.0	9462904.0	90248.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213505.0	37806.0	478.0	5.654055153595255	10392541.0	10302293.0	99.13	90248.0	0.87	SRX359380_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10392541.0	0.0	20-51	54.0	3.895903319834587	50.51718140924342	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	10394961	2476568	10394961	530143011	593287	525018301	0.9666655777152178	0.1477	0.5699	0.2824		
SRX359381	9954919.0	771973.0	8868961.0	73413.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	187137.0	52637.0	798.0	7.7546889130890975	9954919.0	9881506.0	99.26	73413.0	0.74	SRX359381_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9954919.0	0.0	20-51	54.0	4.309033376584215	50.58607568780821	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	9956083	2307553	9956083	507760233	495438	503587652	0.8217620697365641	0.2485	0.4605	0.2909		
SRX359382	12249229.0	977381.0	10868638.0	104026.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	234579.0	63575.0	1030.0	7.979122604369629	12249229.0	12145203.0	99.15	104026.0	0.85	SRX359382_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12249229.0	0.0	20-51	54.0	4.273910675184712	50.54554535636488	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass	12250324	2898440	12250324	624766524	555276	619150505	0.8988988340866996	0.226	0.4513	0.3227		
SRX359383	12166072.0	932167.0	10875919.0	101302.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	196521.0	59174.0	989.0	7.662021069742148	12166072.0	12064770.0	99.17	101302.0	0.83	SRX359383_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12166072.0	0.0	20-51	54.0	4.071480542783624	50.559132561438076	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	12167077	2860619	12167077	620520927	594348	615115070	0.8711804493259259	0.2359	0.4517	0.3124		
SRX4105497	13547027.0	2237198.0	3025010.0	7695524.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	439370.0	147332.0	2593.0	16.514309744861364	13547027.0	5851503.0	43.19	7695524.0	56.81	SRX4105497_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13547027.0	0.0	20-50	54.0	9.25356213974097	49.37109950397234	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13566664	4192626	13566664	678333200	2372853	668923131	1.3872340318887528	0.2465	0.4153	0.3383		
SRX4105498	18060491.0	1279337.0	3553404.0	12470450.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	666235.0	90364.0	701.0	7.083622477373401	18060491.0	5590041.0	30.95	12470450.0	69.05	SRX4105498_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18060491.0	0.0	20-50	54.0	5.923542845767052	49.41958327711024	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	18071214	5520303	18071214	903560700	3004699	892642696	1.2083309953609094	0.2147	0.4444	0.3408		
SRX4105499	12680705.0	813562.0	3035862.0	8299627.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	470774.0	60477.0	403.0	6.41574738943931	12680705.0	4381078.0	34.55	8299627.0	65.45	SRX4105499_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12680705.0	0.0	20-50	54.0	6.277139058615826	49.40152247055664	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	12689107	3811215	12689107	634455350	2223659	626529936	1.249168125069794	0.2017	0.4329	0.3654		
SRX4105500	28677256.0	547869.0	714920.0	26448151.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	932112.0	33929.0	275.0	1.9104652132686613	28677256.0	2229105.0	7.77	26448151.0	92.23	SRX4105500_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28677256.0	0.0	20-50	54.0	3.4620425916834527	49.37341274911379	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	28711730	9233342	28711730	1435586500	5054375	1416077546	1.3589535705441644	0.1331	0.5287	0.3383		
SRX4105501	12940664.0	952836.0	3023200.0	8671621.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	222084.0	69873.0	1050.0	7.363115215726179	12940664.0	4269043.0	32.99	8671621.0	67.01	SRX4105501_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12940664.0	0.0	20-50	54.0	6.583919543141496	49.39346844953242	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	12954330	3971675	12954330	647716500	2226257	639268358	1.304296246891966	0.2416	0.4357	0.3227		
SRX4105502	20576806.0	982577.0	4925046.0	13858315.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	724717.0	85537.0	614.0	4.775167730113216	20576806.0	6718491.0	32.65	13858315.0	67.35	SRX4105502_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20576806.0	0.0	20-50	54.0	3.5125025837718287	49.361889692695755	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	20595775	6397589	20595775	1029788750	3463960	1015841143	1.3544143883879096	0.2001	0.4314	0.3684		
SRX4105503	20933895.0	3414330.0	4735420.0	11863810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	688339.0	228042.0	3954.0	16.310056012032163	20933895.0	9070085.0	43.33	11863810.0	56.67	SRX4105503_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20933895.0	0.0	20-50	54.0	8.391713161363358	49.34140526643514	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	20960679	6571690	20960679	1048033950	3457090	1033021160	1.4324717247947931	0.2465	0.4161	0.3374		
SRX4105504	18201496.0	1363982.0	3586753.0	12480074.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	676921.0	92992.0	774.0	7.4937906202874744	18201496.0	5721422.0	31.43	12480074.0	68.57	SRX4105504_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18201496.0	0.0	20-50	54.0	6.3529691806557675	49.39291643939597	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	18237617	5614174	18237617	911880850	3609581	899148459	1.3962779238098924	0.2106	0.4616	0.3278		
SRX4105505	14407729.0	895904.0	3370919.0	9534372.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	539017.0	67055.0	462.0	6.2182180134010006	14407729.0	4873357.0	33.82	9534372.0	66.18	SRX4105505_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14407729.0	0.0	20-50	54.0	6.0742711448191935	49.37596181882655	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	14423625	4390152	14423625	721181250	2528681	711489916	1.3438139164045102	0.2224	0.4454	0.3322		
SRX4105506	4480833.0	17513.0	33335.0	4301719.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	127072.0	1194.0	0.0	0.3908425062929147	4480833.0	179114.0	4.0	4301719.0	96.0	SRX4105506_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4480833.0	0.0	20-50	54.0	2.7402636455081297	49.506770058156604	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	4950647	1900499	4950647	247532350	525110	221888156	10.359936388112505	0.0	0.6964	0.3036		
SRX4105507	3904744.0	14988.0	28023.0	3751665.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109089.0	978.0	1.0	0.3838407844406701	3904744.0	153079.0	3.92	3751665.0	96.08	SRX4105507_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3904744.0	0.0	20-50	54.0	3.1907021225626337	49.5008179793605	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	4384745	1719924	4384745	219237250	439658	193335193	11.814624111550385	0.0	0.871	0.129		
SRX4105508	11263183.0	217944.0	275283.0	10389813.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	366640.0	13388.0	115.0	1.935012509341276	11263183.0	873370.0	7.75	10389813.0	92.25	SRX4105508_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11263183.0	0.0	20-50	54.0	4.975557500979104	49.36568002135808	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	11279273	3637260	11279273	563963650	2015775	556089451	1.3962245616361977	0.1327	0.5265	0.3407		
SRX4105509	10780922.0	801019.0	2550482.0	7183943.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	186563.0	58031.0	884.0	7.429967492576237	10780922.0	3596979.0	33.36	7183943.0	66.64	SRX4105509_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10780922.0	0.0	20-50	54.0	6.998799396595827	49.40488614981168	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	10788879	3295892	10788879	539443950	1866693	532699323	1.2502924539240825	0.2318	0.4576	0.3107		
SRX4105510	16259600.0	924780.0	3965970.0	10761605.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	535984.0	70742.0	519.0	5.687593790745161	16259600.0	5497995.0	33.81	10761605.0	66.19	SRX4105510_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16259600.0	0.0	20-50	54.0	4.9127956096252285	49.400382973750894	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	16270034	4929051	16270034	813501700	2850437	803341154	1.2489889080748078	0.1779	0.4828	0.3394		
SRX4105511	3259774.0	1390241.0	338112.0	570728.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	760537.0	198032.0	2124.0	42.6483860537571	3259774.0	2689046.0	82.49	570728.0	17.51	SRX4105511_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3259774.0	0.0	20-75	54.0	23.20305907950773	73.18243473320543	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3268961	340002	3268961	242840345	788703	241250105	0.6548500003160513	0.2134	0.3571	0.4295		
SRX4105512	4482753.0	2530487.0	409679.0	692724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	601895.0	243342.0	4626.0	56.449396163473644	4482753.0	3790029.0	84.55	692724.0	15.45	SRX4105512_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4482753.0	0.0	20-75	56.0	28.00661598132871	72.97845274990614	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4494136	387871	4494136	333181978	1604993	330877155	0.6917610051525657	0.2806	0.3362	0.3832		
SRX4105513	4075617.0	765320.0	736902.0	2240667.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	264764.0	67487.0	477.0	18.77801569676444	4075617.0	1834950.0	45.02	2240667.0	54.98	SRX4105513_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4075617.0	0.0	20-75	55.0	16.92613621342588	73.15609783745626	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4078338	459582	4078338	302549057	388745	301495272	0.3483021928572727	0.184	0.4849	0.3311		
SRX4105514	5145687.0	1690810.0	952326.0	1654677.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	647455.0	199213.0	1206.0	32.858780567104056	5145687.0	3491010.0	67.84	1654677.0	32.16	SRX4105514_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5145687.0	0.0	20-75	55.0	21.15445747642835	73.0886686267548	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	5148588	485820	5148588	381425833	471030	380275804	0.3015078949830857	0.2187	0.4637	0.3176		
SRX4105515	3472019.0	142663.0	737226.0	2519224.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58649.0	14131.0	126.0	4.10893488774111	3472019.0	952795.0	27.44	2519224.0	72.56	SRX4105515_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3472019.0	0.0	20-75	55.0	11.982745943839399	73.08608391831956	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	3473283	397753	3473283	257347134	241703	256574318	0.30030099344335426	0.1667	0.474	0.3593		
SRX4105516	4798203.0	1277234.0	931857.0	2154955.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	309842.0	121498.0	2817.0	26.619007157471252	4798203.0	2643248.0	55.09	2154955.0	44.91	SRX4105516_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4798203.0	0.0	20-75	55.0	18.928115012944392	73.3877732976283	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	4800151	488481	4800151	357077910	359046	356056297	0.2861036685243285	0.2174	0.3682	0.4144		
SRX4105517	18311303.0	327276.0	1585085.0	16257673.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113636.0	26988.0	645.0	1.7872895227608872	18311303.0	2053630.0	11.22	16257673.0	88.78	SRX4105517_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18311303.0	0.0	20-50	54.0	5.4599365648391665	48.91129271357696	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	18332347	6077415	18332347	916617350	10231207	895799386	2.27117280727885	0.2388	0.3647	0.3965		
SRX4105518	14559724.0	489148.0	2705540.0	10592348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	724116.0	48307.0	265.0	3.3595966516947717	14559724.0	3967376.0	27.25	10592348.0	72.75	SRX4105518_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14559724.0	0.0	20-50	53.0	2.2611009612666	49.54314106503667	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	15136095	5127891	15136095	756804750	808219	721405237	4.677496144150787	0.1237	0.3041	0.5723		
SRX4105519	2353976.0	97745.0	405862.0	1758182.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83824.0	8295.0	68.0	4.152336302494163	2353976.0	595794.0	25.31	1758182.0	74.69	SRX4105519_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2353976.0	0.0	20-50	54.0	3.317493466373489	49.52130055701503	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2411178	780667	2411178	120558900	164143	116602720	3.281532927058889	0.1308	0.3634	0.5058		
SRX4105520	13620440.0	161106.0	671491.0	12345355.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	427329.0	15066.0	93.0	1.1828252244420885	13620440.0	1275085.0	9.36	12345355.0	90.64	SRX4105520_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13620440.0	0.0	20-50	54.0	5.421381642839357	48.97049955801722	pass	pass	fail	pass	fail	pass	pass	warn	fail	fail	pass	13630567	4475491	13630567	681528350	7562828	667130905	2.1125232721426777	0.1802	0.4938	0.3259		
SRX4105521	9670967.0	74532.0	428855.0	8867448.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	293146.0	6935.0	51.0	0.7706778443148445	9670967.0	803519.0	8.31	8867448.0	91.69	SRX4105521_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9670967.0	0.0	20-50	54.0	5.775074025274592	48.90919863546221	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	9680868	3263730	9680868	484043400	5615017	473103413	2.2601252284402595	0.1947	0.4526	0.3526		
SRX4105522	17825907.0	859663.0	2273326.0	14382538.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	239943.0	68475.0	1962.0	4.822548440312182	17825907.0	3443369.0	19.32	14382538.0	80.68	SRX4105522_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17825907.0	0.0	20-50	54.0	7.011248386616216	48.983158388518454	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	17852537	5726644	17852537	892626850	9741833	873322909	2.1625991868830745	0.2208	0.3922	0.387		
SRX4105523	11029356.0	130222.0	887243.0	9958347.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41779.0	11481.0	284.0	1.1806854362122319	11029356.0	1071009.0	9.71	9958347.0	90.29	SRX4105523_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11029356.0	0.0	20-50	54.0	5.903034343807505	48.96810384939973	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	11049972	3596555	11049972	552498600	6232871	540197484	2.226451976529895	0.2138	0.3539	0.4323		
SRX4105524	13276464.0	85211.0	748159.0	12408724.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26816.0	7361.0	193.0	0.6418199906240095	13276464.0	867740.0	6.54	12408724.0	93.46	SRX4105524_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13276464.0	0.0	20-50	54.0	4.3328005547631685	48.97365036353053	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	13300347	4357458	13300347	665017350	7438296	650323788	2.209500549121012	0.276	0.4072	0.3167		
